분야,교육과정,회사명,CNT,Year,직무,String1,보유기술
IT·프로그래밍,"빅데이터 분석(R)을 위한 자바,파이선 개발자",(주)링크제니시스,1,2018,소프트웨어개발,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,빅데이터 분석(R)을 위한 자바개발자,㈜아이브릭스,1,2018,데이터 분석,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,"빅데이터 분석(R)을 위한 자바,파이선 개발자",㈜솔트룩스,1,2018,빅데이터 분석,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,자바기반 사물인터넷(IOT)개발자(파이썬),아이굿,1,2018,소프트웨어개발,자바기반,JAVA
IT·프로그래밍,자바기반 사물인터넷(IOT)개발자(파이썬),㈜라온즈,1,2018,소프트웨어개발,자바기반,JAVA
IT·프로그래밍,빅데이터 분석(R)을 위한 자바개발자,레페리,1,2018,빅데이터 솔루션,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,빅데이터(R)를 위한 JAVA개발자,(주)위니텍,1,2018,ISD본부,빅데이터(R)를,"Python, R"
IT·프로그래밍,자바기반 사물인터넷(IOT)개발자(파이썬),㈜우리소프트,1,2018,소프트웨어개발,자바기반,JAVA
IT·프로그래밍,"빅데이터 분석(R)을 위한 자바,파이선 개발자",㈜에이엠피엠글로벌,1,2018,데이터마케팅,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,자바기반 사물인터넷(IOT)개발자(파이썬),㈜비드넷씨앤씨,1,2018,웹개발,자바기반,JAVA
IT·프로그래밍,자바(JAVA)기반 정보보안엔지니어 양성과정,(주)투아이스,1,2018,네트워크 엔지니어,자바(JAVA)기반,JAVA
IT·프로그래밍,"빅데이터 분석(R)을 위한 자바,파이선 개발자",펜타시스템테크놀러지(주),1,2018,데이터분석,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,"빅데이터 분석(R)을 위한 자바,파이썬개발자",주식회사런치윗,1,2018,프로그래머,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,자바기반 사물인터넷(IOT)개발자(파이썬),㈜컴텔싸인,1,2018,소프트웨어개발,자바기반,JAVA
IT·프로그래밍,빅데이터 분석(R)을 위한 자바개발자,㈜샘비즈니스,1,2018,데이터분석,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,"(NCS)기계요소설계(캐드,카티아)양성과정",㈜로그인디지탈,1,2018,기계설계,"(NCS)기계요소설계(캐드,카티아)양성과정","CAD, CATIA"
IT·프로그래밍,빅데이터 분석(R)을 위한 자바개발자,㈜우리씨앤씨,1,2018,솔루션업,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,빅데이터 분석(R)을 위한 자바개발자,주식회사블루코어,1,2018,솔루션 개발,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,자바기반 사물인터넷(IOT)개발자(파이썬),주식회사체인리펀드,1,2018,소프트웨어개발,자바기반,JAVA
IT·프로그래밍,자바기반 사물인터넷(IOT)개발자(파이썬),주식회사에스투피테크,1,2018,소프트웨어개발,자바기반,JAVA
IT·프로그래밍,"빅데이터 분석(R)을 위한 자바,파이썬개발자",SK(주),1,2018,데이터분석,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,"빅데이터 분석(R)을 위한 자바,파이썬개발자",(주)라이브,1,2018,데이터분석,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,"빅데이터 분석(R)을 위한 자바,파이선 개발자",㈜서스틴베스트,1,2018,데이터분석,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,자바기반 사물인터넷(IOT)개발자(파이썬),온상주식회사,1,2018,웹개발,자바기반,JAVA
IT·프로그래밍,자바기반 사물인터넷(IOT)개발자(파이썬),시크릿타운주식회사,1,2018,소프트웨어개발,자바기반,JAVA
IT·프로그래밍,빅데이터 분석(R)을 위한 자바개발자,지티플러스주식회사,1,2018,DB엔지니어,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,빅데이터 분석(R)을 위한 자바개발자,주식회사비트망고,1,2018,데이터분석업,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,빅데이터 분석(R)을 위한 자바개발자,㈜푸름데이타웨어,1,2018,시스템컨설팅,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,빅데이터 분석(R)을 위한 자바개발자,㈜빌트온,1,2018,빅데이터분석,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,(NCS)자바(JAVA)기반 하이브리드 앱개발,우리씨앤씨,1,2018,SI,(NCS)자바(JAVA)기반,JAVA
IT·프로그래밍,(NCS)자바(JAVA)기반 하이브리드 앱개발,일선솔루션,1,2018,SI,(NCS)자바(JAVA)기반,JAVA
IT·프로그래밍,빅데이터 분석(R)을 위한 자바개발자,㈜이비아이앤씨,1,2018,금융웹개발,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,자바(JAVA)기반 정보보안엔지니어 양성과정,더조은컴퓨터아트학원,1,2018,IT계열강사,자바(JAVA)기반,JAVA
IT·프로그래밍,자바기반 사물인터넷(IOT)개발자(파이썬),주식회사내담씨앤씨,1,2018,웹개발,자바기반,JAVA
IT·프로그래밍,자바기반 사물인터넷(IOT)개발자(파이썬),주식회사세현아이씨티,1,2018,웹개발,자바기반,JAVA
IT·프로그래밍,자바기반 사물인터넷(IOT)개발자(파이썬),㈜유비아이오티,1,2018,솔루션개발,자바기반,JAVA
IT·프로그래밍,자바기반 사물인터넷(IOT)개발자(파이썬),에이앤비테크㈜,1,2018,프로그램개발,자바기반,JAVA
IT·프로그래밍,"빅데이터 분석(R)을 위한 자바,파이선 개발자",주식회사 인벤티스,1,2018,웹개발,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,"빅데이터 분석(R)을 위한 자바,파이선 개발자",주식회사 인벤티스,1,2018,웹개발,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,(NCS)자바(JAVA)기반 하이브리드 앱개발,㈜이프정보시스템,1,2018,웹개발,(NCS)자바(JAVA)기반,JAVA
IT·프로그래밍,"빅데이터 분석(R)을 위한 자바,파이썬개발자",디토닉 주식회사,1,2018,빅데이터분석,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,"빅데이터 분석(R)을 위한 자바,파이썬개발자",티티비주식회사,1,2018,빅데이터분석,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,"빅데이터 분석(R)을 위한 자바,파이썬개발자",주식회사제이슨와이,1,2018,서버개발,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,빅데이터 분석(R)을 위한 자바개발자,㈜제이에스씨텍,1,2018,웹개발,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,자바(JAVA)기반 정보보안엔지니어 양성과정,(주)케이디아이씨,1,2018,시스템엔지니어,자바(JAVA)기반,JAVA
IT·프로그래밍,자바기반 사물인터넷(IOT)개발자(파이썬),㈜더디지털,1,2018,웹운용관리,자바기반,JAVA
IT·프로그래밍,자바기반 사물인터넷(IOT)개발자(파이썬),주식회사넥스트아이씨티,1,2018,웹개발,자바기반,JAVA
IT·프로그래밍,빅데이터 분석(R)을 위한 자바개발자,(주)한국산업인덱스,1,2018,웹개발,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,자바(JAVA)기반 정보보안엔지니어 양성과정,주식회사 엠씨넥스,1,2018,전자장치설계,자바(JAVA)기반,JAVA
IT·프로그래밍,자바(JAVA)기반 정보보안엔지니어 양성과정,㈜아인스테크,1,2018,서버관리,자바(JAVA)기반,JAVA
IT·프로그래밍,자바(JAVA)기반 정보보안엔지니어 양성과정,㈜이호스트데이터센터,1,2018,서버관리,자바(JAVA)기반,JAVA
IT·프로그래밍,자바(JAVA)기반 정보보안엔지니어 양성과정,(주)엔이에스,1,2018,OS운영,자바(JAVA)기반,JAVA
IT·프로그래밍,자바(JAVA)기반 정보보안엔지니어 양성과정,(주)엔이에스,1,2018,OS운영,자바(JAVA)기반,JAVA
IT·프로그래밍,자바(JAVA)기반 정보보안엔지니어 양성과정,이니텍(주),1,2018,시스템엔지니어,자바(JAVA)기반,JAVA
IT·프로그래밍,자바(JAVA)기반 정보보안엔지니어 양성과정,주식회사구루앤,1,2018,네트워크엔지니어,자바(JAVA)기반,JAVA
IT·프로그래밍,자바(JAVA)기반 정보보안엔지니어 양성과정,(주)디디엘넷,1,2018,네트워크엔지니어,자바(JAVA)기반,JAVA
IT·프로그래밍,자바기반의 DB(오라클)엔지니어 양성과정,(주)가온아이,1,2018,웹개발,자바기반의,JAVA 
IT·프로그래밍,자바기반의 DB(오라클)엔지니어 양성과정,(주)신나는플랫폼,1,2018,웹개발,자바기반의,JAVA 
IT·프로그래밍,빅데이터 분석(R)을 위한 자바개발자,㈜챔프정보,1,2018,웹개발,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,"빅데이터 분석(R)을 위한 자바,파이선 개발자",브레인즈스퀘어㈜,1,2018,웹개발,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,자바(JAVA)기반 안드로이드개발자,(주)마이창고,1,2018,소프트웨어개발,자바(JAVA)기반,JAVA
IT·프로그래밍,"빅데이터 분석(R)을 위한 자바,파이선 개발자",㈜스타리,1,2018,웹개발,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,자바(JAVA)기반 안드로이드개발자,㈜키스템프그룹,1,2018,소프트웨어개발,자바(JAVA)기반,JAVA
IT·프로그래밍,"빅데이터 분석(R)을 위한 자바,파이선 개발자",(주)제이에스씨텍,1,2018,웹개발,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,"빅데이터 분석(R)을 위한 자바,파이선 개발자",네오에스티엠,1,2018,웹개발,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,빅데이터 분석(R)을 위한 자바개발자,토피아정보기술(주),1,2018,웹개발,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,(NCS)자바(JAVA)기반 하이브리드 앱개발,(주)씨엠이소프트,1,2018,웹개발,(NCS)자바(JAVA)기반,JAVA
IT·프로그래밍,자바기반의 DB(오라클)엔지니어 양성과정,R&D센터,1,2018,엔지니어,자바기반의,JAVA 
IT·프로그래밍,모바일앱&웹디자인콘텐츠개발,삼성웰스토리(주),1,2018,요식업 판매,모바일앱&웹디자인콘텐츠개발,"안드로이드, IOS, JAVA, HTML"
IT·프로그래밍,(NCS)자바(JAVA)기반 하이브리드 앱개발,주식회사아하소프트,1,2018,웹 개발,(NCS)자바(JAVA)기반,JAVA
IT·프로그래밍,(NCS)자바(JAVA)기반 하이브리드 앱개발,(주)애펠모터스,1,2018,영업관리,(NCS)자바(JAVA)기반,JAVA
IT·프로그래밍,빅데이터R을 위한 자바파이썬 개발자,(주)천명소프트,1,2018,웹개발,빅데이터R을,"JAVA, JSP, SQL, Python, R "
IT·프로그래밍,빅데이터R을 위한 자바파이썬 개발자,(주)에피르,1,2018,웹개발,빅데이터R을,"JAVA, JSP, SQL, Python, R "
IT·프로그래밍,자바(JAVA)기반 정보보안엔지니어 양성과정,(주)티아이솔루션,1,2017,서버엔지니어,자바(JAVA)기반,JAVA
IT·프로그래밍,자바기반 사물인터넷(IOT)개발자(파이썬),루나소프트,1,2018,웹개발,자바기반,JAVA
IT·프로그래밍,자바기반 사물인터넷(IOT)개발자(파이썬),㈜언어과학,1,2018,웹개발,자바기반,JAVA
IT·프로그래밍,자바기반 사물인터넷(IOT)개발자(파이썬),㈜언어과학,1,2018,웹개발,자바기반,JAVA
IT·프로그래밍,모바일앱&웹디자인콘텐츠개발,주식회사인디엠,1,2018,웹디자인,모바일앱&웹디자인콘텐츠개발,"안드로이드, IOS, JAVA, HTML"
IT·프로그래밍,자바기반의 DB(오라클)엔지니어 양성과정,고려정보기술(주),1,2018,시스템 소프트웨어 개발,자바기반의,JAVA 
IT·프로그래밍,(NCS)자바(JAVA)기반 하이브리드 앱개발,(주)아카넷서울지사,1,2018,프로그래밍,(NCS)자바(JAVA)기반,JAVA
IT·프로그래밍,자바기반 사물인터넷(IOT)개발자,(주)모두스원,1,2018,웹프로그래머,자바기반,JAVA
IT·프로그래밍,자바기반 사물인터넷(IOT)개발자,제트핑거소프트,1,2018,웹개발,자바기반,JAVA
IT·프로그래밍,자바기반 사물인터넷(IOT)개발자,아이씨티웨이주식회사,1,2018,웹프로그래머,자바기반,JAVA
IT·프로그래밍,자바기반 사물인터넷(IOT)개발자,인터스카이㈜,1,2018,앱개발,자바기반,JAVA
IT·프로그래밍,자바(JAVA)기반 정보보안엔지니어 양성과정,㈜나이츠넷,1,2018,네트워크엔지니어,자바(JAVA)기반,JAVA
IT·프로그래밍,자바(JAVA)기반 정보보안엔지니어 양성과정,㈜나이츠넷,1,2018,네트워크엔지니어,자바(JAVA)기반,JAVA
IT·프로그래밍,자바(JAVA)기반 정보보안엔지니어 양성과정,㈜나이츠넷,1,2018,네트워크엔지니어,자바(JAVA)기반,JAVA
IT·프로그래밍,자바(JAVA)기반 정보보안엔지니어 양성과정,㈜에이원네트웍스,1,2018,시스템엔지니어,자바(JAVA)기반,JAVA
IT·프로그래밍,자바(JAVA)기반 정보보안엔지니어 양성과정,㈜에이원네트웍스,1,2018,시스템엔지니어,자바(JAVA)기반,JAVA
IT·프로그래밍,자바(JAVA)기반 정보보안엔지니어 양성과정,(주)비너스컨설팅,1,2018,전산관리,자바(JAVA)기반,JAVA
IT·프로그래밍,"(NCS)기계요소설계(캐드,카티아)양성과정",우리마이크론(주),1,2018,기계설계,"(NCS)기계요소설계(캐드,카티아)양성과정","CAD, CATIA"
IT·프로그래밍,(NCS)자바(JAVA)기반 하이브리드 앱개발,(주)두잇시스템,1,2018,소프트웨어 개발,(NCS)자바(JAVA)기반,JAVA
IT·프로그래밍,빅데이터 분석(R)을 위한 자바개발자,한국모바일인증(주),1,2018,소프트웨어개발,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,"(NCS)기계요소설계(캐드,카티아)양성과정",주식회사한라기계상사,1,2018,기계설계,"(NCS)기계요소설계(캐드,카티아)양성과정","CAD, CATIA"
IT·프로그래밍,(NCS)자바(JAVA)기반 하이브리드 앱개발,(주)웨인테크놀로지,1,2018,데이터베이스관리,(NCS)자바(JAVA)기반,JAVA
IT·프로그래밍,빅데이터 분석(R)을 위한 자바개발자,출판명인주식회사,1,2018,기타 인쇄물 도매업,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,자바(JAVA)기반 안드로이드개발자,비엔피파리바카디프생명보험(주),1,2018,상품계리부,자바(JAVA)기반,JAVA
IT·프로그래밍,"(NCS)기계요소설계(캐드,카티아)양성과정",주식회사한독칼로스메디칼,1,2018,기계설계,"(NCS)기계요소설계(캐드,카티아)양성과정","CAD, CATIA"
IT·프로그래밍,빅데이터 분석(R)을 위한 자바개발자,현대제철주식회사본사,1,2018,설계,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,빅데이터 분석(R)을 위한 자바개발자,(주)엘지씨엔에스,1,2018,소프트웨어 개발,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,빅데이터 분석(R)을 위한 자바개발자,에스씨아이평가정보(주),1,2018,금융시스템 개발,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,빅데이터 분석(R)을 위한 자바개발자,셀큐,1,2018,서비스,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,(NCS)자바(JAVA)기반 하이브리드 앱개발,(주)코어트레스트,1,2018,소프트개발,(NCS)자바(JAVA)기반,JAVA
IT·프로그래밍,모바일앱&웹디자인콘텐츠개발,(주)메타넷엠씨씨,1,2018,웹퍼블리셔,모바일앱&웹디자인콘텐츠개발,"안드로이드, IOS, JAVA, HTML"
IT·프로그래밍,(NCS)자바(JAVA)기반 하이브리드 앱개발,(주)데이터엔지니어스랩,1,2018,소프트웨어 개발,(NCS)자바(JAVA)기반,JAVA
IT·프로그래밍,빅데이터 분석(R)을 위한 자바개발자,(주)에스제이소프트텍,1,2018,소프트개발,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,(NCS)자바(JAVA)기반 하이브리드 앱개발,원동새마을금고,1,2017,사무직,(NCS)자바(JAVA)기반,JAVA
IT·프로그래밍,자바기반 사물인터넷(IOT)개발자,(주)엠프론티어,1,2017,서버개발자,자바기반,JAVA
IT·프로그래밍,자바(JAVA)기반 정보보안엔지니어 양성과정,(주)솔인시스템,1,2017,관제,자바(JAVA)기반,JAVA
IT·프로그래밍,자바(JAVA)기반 정보보안엔지니어 양성과정,KCC정보통신㈜,1,2017,보안엔지니어,자바(JAVA)기반,JAVA
IT·프로그래밍,자바기반의 DB(오라클)엔지니어 양성과정,㈜네오플러스,1,2018,QA,자바기반의,JAVA 
IT·프로그래밍,자바(JAVA)기반 안드로이드개발자,㈜효성,1,2018,소프트웨어개발,자바(JAVA)기반,JAVA
IT·프로그래밍,자바(JAVA)기반 안드로이드개발자,㈜와이팜,1,2018,소프트웨어개발,자바(JAVA)기반,JAVA
IT·프로그래밍,자바(JAVA)기반 안드로이드개발자,한영회계법인,1,2018,웹개발,자바(JAVA)기반,JAVA
IT·프로그래밍,빅데이터 분석(R)을 위한 자바개발자,(주)비에스지파트너스,1,2018,웹개발,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,빅데이터 분석(R)을 위한 자바개발자,sk텔레콤(주),1,2018,웹개발,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,(NCS)자바(JAVA)기반 하이브리드 앱개발,(주)맥스피아,1,2018,웹개발,(NCS)자바(JAVA)기반,JAVA
IT·프로그래밍,자바기반의 DB엔지니어 양성과정,(주)웨이버스,1,2018,웹개발,자바기반의,JAVA 
IT·프로그래밍,빅데이터 분석(R)을 위한 자바개발자,주식회사제이슨,1,2017,데이터분석,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,자바기반의 DB(오라클)엔지니어 양성과정,(주)솔비텍,1,2017,웹개발,자바기반의,JAVA 
IT·프로그래밍,"환경디자인(캐드,맥스,라이노)",주식회사다솔디자인,1,2017,디자인설계+시공,"환경디자인(캐드,맥스,라이노)",CAD
IT·프로그래밍,자바(JAVA)기반 정보보안엔지니어 양성과정,(주)뉴넷정보기술,1,2017,네트워크,자바(JAVA)기반,JAVA
IT·프로그래밍,자바기반의 DB(오라클)엔지니어 양성과정,주식회사청춘식탁,1,2017,서비스,자바기반의,JAVA 
IT·프로그래밍,"(NCS)기계요소설계(캐드,카티아)양성과정",에스제이엔텍(주),1,2017,기계설계,"(NCS)기계요소설계(캐드,카티아)양성과정","CAD, CATIA"
IT·프로그래밍,자바(JAVA)기반 정보보안엔지니어 양성과정,호스트센터㈜,1,2017,서버엔지니어,자바(JAVA)기반,JAVA
IT·프로그래밍,자바(JAVA)기반 정보보안엔지니어 양성과정,디피티존,1,2017,서버엔지니어,자바(JAVA)기반,JAVA
IT·프로그래밍,자바기반의 DB엔지니어 양성과정,(주)아리시스템블루,1,2017,웹개발,자바기반의,JAVA 
IT·프로그래밍,자바기반의 DB엔지니어 양성과정,내담씨앤씨,1,2017,웹개발,자바기반의,JAVA 
IT·프로그래밍,자바기반의 DB엔지니어 양성과정,(주)지엠솔루션,1,2017,웹개발,자바기반의,JAVA 
IT·프로그래밍,(NCS)마야를 활용한3D영상그래픽(VFX)전문가,동그라미,1,2017,영상편집,(NCS)마야를,"JAVA, HTML"
IT·프로그래밍,"(NCS)기계요소설계(캐드,카티아)양성과정",(주)티아이티이엔지,1,2017,기계설계,"(NCS)기계요소설계(캐드,카티아)양성과정","CAD, CATIA"
IT·프로그래밍,자바기반의 DB(오라클)엔지니어 양성과정,주식회사티오엠,1,2017,웹개발,자바기반의,JAVA 
IT·프로그래밍,"(NCS)기계요소설계(캐드,카티아)양성과정",주식회사기원,1,2017,기계설계,"(NCS)기계요소설계(캐드,카티아)양성과정","CAD, CATIA"
IT·프로그래밍,빅데이터 분석(R)을 위한 자바개발,(주)트라이언아이앤씨,1,2017,웹개발,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,3D프린터를 활용한 제품디자인응용모델,한국철도기술연구원,1,2017,연구보조,3D프린터를,CATIA
IT·프로그래밍,(NCS)자바(JAVA)기반 하이브리드 앱개발,(주)삼신다이아몬드,1,2017,경영관리,(NCS)자바(JAVA)기반,JAVA
IT·프로그래밍,자바기반의 DB엔지니어 양성과정,CIF통신주식회사,1,2017,웹개발,자바기반의,JAVA 
IT·프로그래밍,"(NCS)기계요소설계(캐드,카티아)양성과정",한영엔지니어링,1,2017,기계설계,"(NCS)기계요소설계(캐드,카티아)양성과정","CAD, CATIA"
IT·프로그래밍,자바기반의 DB(오라클)엔지니어,진한소프트,1,2017,웹개발,자바기반의,JAVA 
IT·프로그래밍,자바(JAVA)기반 안드로이드개발자,㈜씨에프투,1,2017,해외영업,자바(JAVA)기반,JAVA
IT·프로그래밍,자바(JAVA)기반 안드로이드개발자,㈜코어플렉스,1,2017,솔루션sw개발,자바(JAVA)기반,JAVA
IT·프로그래밍,"(NCS)기계요소설계(캐드,카티아)양성 과정",신진다이아몬드공업,1,2017,기계설계,"(NCS)기계요소설계(캐드,카티아)양성","CAD, CATIA"
IT·프로그래밍,"(NCS)기계요소설계(캐드,카티아)양성과정",대원FMC,1,2017,기계설계,"(NCS)기계요소설계(캐드,카티아)양성과정","CAD, CATIA"
IT·프로그래밍,"(NCS)기계요소설계(캐드,카티아)양성과정",한일튜브(주),1,2017,기계설계,"(NCS)기계요소설계(캐드,카티아)양성과정","CAD, CATIA"
IT·프로그래밍,빅데이터 분석(R)을 위한 자바개발자,(주)네오그라프,1,2017,웹개발,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,빅데이터 분석(R)을 위한 자바개발,(주)파이낸셜데이타시스템,1,2017,웹개발,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,빅데이터 분석(R)을 위한 자바개발자,주식회사씨에스리,1,2017,자바개발자,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,자바(JAVA)기반 안드로이드개발자,㈜파슨텍,1,2017,소프트웨어개발,자바(JAVA)기반,JAVA
IT·프로그래밍,자바(JAVA)기반 안드로이드개발자,마크리더컨설팅㈜,1,2017,응용프로그래머,자바(JAVA)기반,JAVA
IT·프로그래밍,자바(JAVA)기반 안드로이드개발자,㈜디에스멘토링,1,2017,개발,자바(JAVA)기반,JAVA
IT·프로그래밍,자바(JAVA)기반 안드로이드개발자,㈜시루정보,1,2017,개발,자바(JAVA)기반,JAVA
IT·프로그래밍,"(NCS)기계요소설계(캐드,카티아)양성과정",한전KPS(주),1,2017,기계설계,"(NCS)기계요소설계(캐드,카티아)양성과정","CAD, CATIA"
IT·프로그래밍,빅데이터 분석(R)을 위한 자바개발자,(주)콤텍시스템,1,2017,빅데이터분석,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,자바(JAVA)기반 정보보안엔지니어 양성과정,(주)엔이에스,1,2017,OS운영,자바(JAVA)기반,JAVA
IT·프로그래밍,자바(JAVA)기반 정보보안엔지니어 양성과정,에프원시큐리티,1,2017,보안컨설팅,자바(JAVA)기반,JAVA
IT·프로그래밍,자바(JAVA)기반 정보보안엔지니어 양성과정,(주)엔이에스,1,2017,OS운영,자바(JAVA)기반,JAVA
IT·프로그래밍,"(NCS)기계요소설계(캐드,카티아)양성과정",주식회사비체라이팅,1,2017,건설기계설계,"(NCS)기계요소설계(캐드,카티아)양성과정","CAD, CATIA"
IT·프로그래밍,빅데이터 분석(R)을 위한 자바개발자,(유)인텔리전스코리아,1,2017,빅데이터,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,빅데이터 분석(R)을 위한 자바개발자,수원시청,1,2017,사무보조,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,빅데이터 분석(R)을 위한 자바개발자,웰컴크레디라인대부(주),1,2017,빅데이터,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,"3D프린터를 활용한 제품디자인응용모델링(캐드,맥스,라이노)",(주)대산공사,1,2017,건설기계설계,3D프린터를,CATIA
IT·프로그래밍,(NCS)자바(JAVA)기반 하이브리드 앱개발,(주)맥스피아,1,2017,앱개발,(NCS)자바(JAVA)기반,JAVA
IT·프로그래밍,빅데이터 분석(R)을 위한 자바개발자,울산대학교산학협력단,1,2017,빅데이터 분석,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,"3D프린터를 활용한 제품디자인응용모델링(캐드,맥스,라이노)",(주)씨지플러스인,1,2017,제품디자인,3D프린터를,CATIA
IT·프로그래밍,자바(JAVA)기반 정보보안엔지니어 양성과정,(주)나이츠넷,1,2017,네트워크 엔지니어링,자바(JAVA)기반,JAVA
IT·프로그래밍,자바(JAVA)기반 하이브리드 앱개발,(주)뮤레카,1,2017,웹개발,자바(JAVA)기반,JAVA
IT·프로그래밍,(NCS)자바(JAVA)기반 하이브리드,씨에스정보기술(주),1,2017,앱개발,(NCS)자바(JAVA)기반,JAVA
IT·프로그래밍,(NCS)자바(JAVA)기반 하이브리드 앱개발,주식회사원스세미텍,1,2017,앱개발,(NCS)자바(JAVA)기반,JAVA
IT·프로그래밍,"(NCS)기계요소설계(캐드,카티아)양성과정",(주)그린플러스,1,2017,기계설계,"(NCS)기계요소설계(캐드,카티아)양성과정","CAD, CATIA"
IT·프로그래밍,"(NCS)기계요소설계(캐드,카티아)양성과정",한국기초과학지원연구원,1,2017,연구원,"(NCS)기계요소설계(캐드,카티아)양성과정","CAD, CATIA"
IT·프로그래밍,"(NCS)기계요소설계(캐드,카티아)양성과정",(주)바텍,1,2017,기계설계,"(NCS)기계요소설계(캐드,카티아)양성과정","CAD, CATIA"
IT·프로그래밍,빅데이터 분석(R)을 위한 자바개발자,산업연구원,1,2017,연구원,빅데이터,"JAVA, JSP, SQL, Python"
IT·프로그래밍,(NCS)자바(JAVA)기반 하이브리드 앱개발,(주)위드정보,1,2017,앱개발,(NCS)자바(JAVA)기반,JAVA
IT·프로그래밍,(NCS)마야를 활용한3D영상그래픽(VFX)전문가,(주)덴티움,1,2017,사무직,(NCS)마야를,"JAVA, HTML"
IT·프로그래밍,NCS를 활용한 실내건축디자인,(주) 듀오아이엔씨,1,2017,실내건축디자인,NCS를,"JAVA, HTML"
IT·프로그래밍,(NCS)자바(JAVA)기반 하이브리드 앱개발,GS25동탄포스코,1,2017,지점관리,(NCS)자바(JAVA)기반,JAVA
IT·프로그래밍,(NCS)자바(JAVA)기반 하이브리드 앱개발,(주)마더테란,1,2017,웹개발,(NCS)자바(JAVA)기반,JAVA
IT·프로그래밍,(NCS)자바(JAVA)기반 하이브리드 앱개발,(주)인터파크,1,2017,웹개발,(NCS)자바(JAVA)기반,JAVA
IT·프로그래밍,(NCS)자바(JAVA)기반 하이브리드 앱개발,(주)오토소프트,1,2017,웹개발,(NCS)자바(JAVA)기반,JAVA
IT·프로그래밍,(NCS)자바(JAVA)기반 하이브리드 앱개발,(주)라이크어로컬,1,2017,웹개발,(NCS)자바(JAVA)기반,JAVA
IT·프로그래밍,(NCS)자바(JAVA)기반 하이브리드 앱개발,주식회사블루페이스,1,2017,앱개발,(NCS)자바(JAVA)기반,JAVA
IT·프로그래밍,(NCS)자바(JAVA)기반 하이브리드 앱개발,(주)위즈네트,1,2017,앱개발,(NCS)자바(JAVA)기반,JAVA
IT·프로그래밍,(NCS) 자바(JAVA)기반 하이브리드 앱개발,비트큐브주식회사,1,2017,앱개발,(NCS),"JAVA, HTML"
